Name,ORE_sdE3_r1_GTGGCC_L004,ORE_sdE3_r2_TGACCA_L005,ORE_w_r1_ATCACG_L001,ORE_w_r2_GTTTCG_L002,OREf_SAMm_sdE3_ATTCCT_L002,OREf_SAMm_w_GTCCGC_L006,SAM_sdE3_r1_ATGTCA_L006,SAM_sdE3_r2_GCCAAT_L007,SAM_w_r1_ACTTGA_L003,SAM_w_r2_GAGTGG_L004,SAMf_OREm_sdE3_TAGCTT_L001,SAMf_OREm_w_CAGATC_L005
FBtr0072040,0.104279,0.285988,0.125647,0.183365,0.208599,0.263203,0.191621,0.756848,0.854442,0.127561,0.233013,0.109372
FBtr0072041,0.0,0.0,0.0,0.0,0.0,0.0,0.0909482,0.0,0.0,0.0,0.0,0.0
FBtr0343205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0300955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0437818,0.0,0.0189235
FBtr0072043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0072044,0.0,0.0,0.0849654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0343206,0.0,0.0,2.36607e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0072045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0072046,0.0,0.0,0.185659,0.0,0.0,0.0,0.0290837,0.0,0.0,0.0,0.0309099,0.0
FBtr0343198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0072047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0343199,0.0,0.0130873,0.0,0.0,0.014953,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0072048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0072049,1.66403,1.27027,0.947999,1.12161,1.20636,1.60313,1.43091,2.17851,1.30287,1.10508,1.39921,1.01483
FBtr0072050,0.0,0.0,0.0690174,0.0268996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0072051,0.0,0.0480024,0.0,0.0,0.0,0.0,0.0,0.054568,0.0728453,0.0,0.166994,0.0563064
FBtr0072052,0.100587,0.175079,0.0,0.116133,0.22402,0.0923433,0.209726,0.0745354,0.100035,0.0,0.0489429,0.0780447
FBtr0072056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0072057,0.0,0.0414843,0.0,0.0,0.0,0.0,0.0,0.0,0.0630373,0.0,0.0953371,0.0488209
FBtr0072059,0.0,0.0,0.0,0.0,0.0297584,0.0737063,0.0,0.0,0.039935,0.0,0.0294988,0.0
FBtr0072060,57.5532,73.3649,68.647,64.2157,76.9891,72.7538,91.492,87.6761,75.7922,75.503,66.678,78.3104
FBtr0072061,121.276,108.856,100.318,86.8548,120.047,116.623,106.468,128.941,115.782,93.9497,207.153,96.1694
FBtr0343265,363.502,434.113,437.01,388.294,510.641,504.728,417.455,556.235,393.66,330.341,567.269,387.265
FBtr0072062,71.1787,68.7779,83.9824,80.5774,75.2398,69.2811,83.7237,69.961,78.1028,77.8885,59.5785,69.2458
FBtr0072063,4.31605,3.87869,6.7025,5.25447,3.30244,3.41804,3.3679,2.3635,3.19299,1.77572,1.83042,2.94233
FBtr0072064,6.69967,8.34731,10.0613,7.42302,9.36173,8.08147,9.95551,7.55806,8.56189,6.20559,5.4979,8.78182
FBtr0072065,3.50603,4.85429,5.21871,4.07807,4.77638,7.50561,9.12961,7.83037,7.3693,6.31512,4.92,4.93926
FBtr0072066,1.08819,1.13141,0.882809,1.5108,1.29825,1.1844,1.09939,1.56485,1.13435,0.86316,0.777043,0.883493
FBtr0072067,0.0,0.0,0.0803395,0.0,0.0,0.0645942,0.0598222,0.0,0.0,0.209196,0.0,0.0
FBtr0072068,0.0388963,0.0,0.0685413,0.040151,0.0,0.0,0.0519263,0.0,0.108943,0.0,0.0,0.0
FBtr0072069,0.0741003,0.0420303,0.0656892,0.186152,0.0930683,0.0543644,0.184402,0.1531,0.153995,0.0902846,0.0408741,0.233365
FBtr0072070,8.84162,5.43985,10.592,8.92282,8.08016,8.75405,14.7489,7.23485,12.7464,8.31409,6.44007,7.79389
FBtr0332926,0.08808,0.0,0.69686,0.180294,0.0586875,0.135417,0.471549,0.265282,0.0619983,0.0,0.101272,0.077626
FBtr0072071,0.0,0.0,0.0502791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0072072,0.0,0.0,0.0,0.013291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0072073,0.0,0.0,0.0,0.000198996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0340029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027552
FBtr0340030,0.0208064,0.0628783,0.0367312,0.0,0.0205702,0.0126642,0.0289998,0.0,0.0137063,0.0,0.0197373,0.0261931
FBtr0340031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0114541,0.183148,0.106568,0.18037,0.280858,0.12091,0.336954,0.395699,0.302565,0.324571,0.293019,0.149939,0.252741
FBtr0072083,11.94,10.5729,16.0436,13.4041,13.3562,12.3404,21.7831,14.7208,18.0406,13.6456,10.1953,13.5279
FBtr0072084,41.6354,30.6792,43.5992,35.2354,38.3791,38.2376,43.422,34.2146,37.0654,31.7529,37.0619,39.2745
FBtr0072085,13.3891,17.8601,21.5319,17.5485,19.6905,19.722,19.3333,17.9406,14.5193,11.6,12.404,18.6236
FBtr0072087,0.803404,0.710854,2.72144e-09,0.177058,0.544416,0.246639,0.421529,0.630449,0.238523,0.638386,0.178314,1.41855e-10
FBtr0113113,0.125321,2.18222e-05,1.04789,0.825495,7.43459e-07,0.474165,0.575445,0.0,0.918639,0.0,0.328853,0.569373
FBtr0113114,0.0986549,0.0142566,0.0,0.0,0.0168732,0.0214253,0.0164998,0.0503698,0.0422336,0.0211754,0.11775,0.0177198
FBtr0343268,0.136662,0.0,0.257351,0.22912,0.284948,0.0979623,0.425593,0.0804933,0.339973,0.0,0.0,0.156691
FBtr0072088,0.142615,0.127416,0.255013,0.0637928,0.0,0.0,0.223216,0.0724087,0.0,0.0864673,0.0754841,0.0
FBtr0345534,0.0,0.0,0.0,0.0,0.0866674,0.0,0.105027,0.0,0.0584247,0.0,0.0,0.0
FBtr0072089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0072090,0.0,0.0,0.0,0.0777377,0.0,0.0,0.161324,0.0,0.0,0.0,0.0,0.0
FBtr0072091,353.224,415.592,389.232,403.295,447.398,467.289,434.788,483.579,393.497,408.974,504.38,446.56
FBtr0345535,9.48493,10.4215,11.1061,8.6278,10.4129,13.8073,16.5961,16.1013,21.088,15.8082,15.7519,12.5189
FBtr0114586,10.0276,9.1174,10.4122,11.9406,9.42869,10.4041,10.9401,12.8909,14.6188,13.8508,5.31719,9.02332
FBtr0343272,10.9556,9.18471,15.6728,9.53386,15.7251,11.7438,16.8603,8.85939,13.6325,6.05396,8.68844,12.3715
FBtr0072094,0.0,0.0,0.0388177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0072095,13.6573,12.741,13.8587,13.8132,14.0883,11.7852,13.4278,12.7806,13.1872,9.69509,10.871,13.1273
FBtr0072096,10.5001,8.02764,12.1734,11.8447,10.8443,8.72636,12.274,8.57016,14.767,9.27595,8.44044,10.8479
FBtr0072097,0.0979613,0.0940076,0.09859,0.292915,0.254307,0.0,0.402633,0.185878,0.0,0.281945,0.146557,0.0
FBtr0072098,0.850735,0.859477,0.79926,0.706471,0.426446,0.843865,0.816444,0.153437,0.648056,0.46315,0.186606,0.507153
FBtr0072099,0.0,0.0,0.0,0.0,0.0,6.30358e-08,0.0,0.000147757,0.0,2.46913e-09,0.0,0.0
FBtr0345467,7.03017,5.85134,8.89907,7.23509,7.47998,7.13909,9.42128,6.17356,8.28431,5.41029,4.46399,6.70875
FBtr0072100,1.37597,1.69866,2.91522,1.74376,4.78979,2.06712,8.99422,4.26325,4.81508,4.90126,6.08362,4.50263
FBtr0336685,0.0,0.0,0.566962,0.143043,0.669936,0.156892,1.58702,0.620712,0.411985,0.161006,0.546022,0.463042
FBtr0072102,0.146338,0.0320355,0.142696,0.0,0.0558247,0.0899478,0.439986,0.109188,0.0975099,0.043969,0.0,0.0
FBtr0072103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0072104,0.0,0.0,0.0767341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0442833
FBtr0072105,0.0,0.0,0.0,0.120765,0.0475234,0.0,0.0,0.0,0.0,0.0,0.111154,0.0
FBtr0306384,0.0,0.0,0.0912763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0494562
FBtr0336929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0719564,0.0
FBtr0306160,0.0,0.0,0.10617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0928246
FBtr0072107,0.117565,0.103094,0.0927922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0336928,0.0,0.0,0.0,0.211339,0.58597,0.484183,1.15608,1.20713,0.874608,0.35517,0.583632,0.374268
FBtr0072111,24.8161,23.8664,15.5436,16.8056,19.2842,17.6545,14.7721,18.678,16.9252,17.3295,19.4289,15.3712
FBtr0343267,35.9109,63.4147,63.4463,57.5439,53.5147,47.7443,56.721,54.2026,33.8127,38.0013,37.3161,60.1115
FBtr0072112,41.2268,35.6286,60.0536,43.5208,48.6657,45.0263,60.6317,41.2485,48.1022,32.5937,27.256,44.8488
FBtr0072113,0.686527,0.80073,0.833514,0.357946,0.68858,0.140325,1.21854,0.341379,0.644722,0.195127,0.350684,0.393932
FBtr0072114,79.7673,96.1623,98.1597,89.2199,92.6182,87.9312,85.285,65.9377,72.604,66.3937,61.8959,79.1928
FBtr0113112,0.0,0.236168,0.237422,0.157191,0.18266,0.207883,0.0944252,0.102075,0.109746,0.199572,0.232855,0.0
FBtr0072115,0.030718,0.0268135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0072116,0.0429494,0.0,0.0253315,0.0,0.02125,0.0,0.0,0.0,0.0568598,0.0,0.0,0.0
FBtr0072120,14.2469,14.9966,15.0813,14.7456,15.3562,12.3636,16.8855,15.232,15.4604,14.4552,10.8193,12.49
FBtr0072121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0072122,0.0,0.0,0.0538122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0221,0.0
FBtr0072123,0.0,0.0308497,0.0834112,0.0,0.0,0.0,0.0,0.0350458,0.0,0.0,0.0,0.0
FBtr0343269,0.0729784,0.0,0.0,0.0,0.0,0.0,0.0498668,0.0,0.0357148,0.0,0.0,0.055693
FBtr0072124,10.2549,8.917,13.5711,10.6876,13.2319,12.469,13.0237,11.3438,11.8696,8.10359,7.60819,10.9781
FBtr0301162,0.0190657,0.0246193,0.0224128,0.0178704,0.0235508,0.0231606,0.0575916,0.00930428,0.0187934,0.0227225,0.0223917,0.0147676
FBtr0072126,484.342,476.144,523.996,488.66,460.493,406.542,469.416,352.668,400.036,365.012,370.257,491.463
FBtr0343273,11.464,10.6094,11.6488,10.2988,10.977,8.42841,10.1046,8.94178,12.4415,8.48308,9.35984,11.2022
FBtr0072127,147.021,200.269,202.835,164.472,173.148,166.769,185.229,182.719,154.686,136.39,124.756,194.963
FBtr0343274,2.1724,2.92091,4.57305,3.37482,6.09771,3.4858,3.3032,4.54398,1.88341,2.61161,3.8754,2.26171
FBtr0072128,25.5769,23.5281,37.0075,25.8425,32.7914,30.0073,34.7531,26.5222,31.503,23.0176,22.8073,27.6955
FBtr0072129,13.4123,9.05554,18.6793,14.7588,13.3519,13.5218,25.19,14.4092,17.4253,9.24976,6.58623,11.8616
FBtr0072131,0.217895,0.421412,0.516441,0.278119,0.345631,0.161141,0.563888,0.696645,0.931954,0.68213,0.832724,0.406432
FBtr0072133,0.682436,0.839924,0.697904,0.782904,0.92294,0.678977,1.39806,1.32374,1.3059,1.0514,0.775887,0.96459
FBtr0072135,1.17768,1.40545,1.77888,0.787836,0.679173,0.880244,1.61489,1.15077,1.72562,0.79365,0.978006,1.79839
FBtr0305988,6.45264,9.05845,6.3101,8.70835,6.98933,5.04682,6.30929,5.81513,6.2963,4.94307,5.39141,6.14872
FBtr0072140,24.3803,25.0953,28.6588,24.1494,36.0946,33.3356,37.8761,37.4019,39.4797,27.1415,27.0292,30.0508
FBtr0072141,297.209,341.594,324.567,308.829,353.415,334.258,334.558,308.954,277.821,270.509,274.419,334.591
FBtr0072142,86.4911,74.7496,71.7455,79.6726,68.0344,51.4494,72.7101,56.4191,72.2765,78.8953,65.2369,65.2106
FBtr0072143,2.37084,2.59558,2.70968,3.59465,3.34992,3.27416,3.54964,3.3594,4.09487,3.21378,2.46516,2.65903
FBtr0072144,2.89332,3.1118,3.60247,4.252,3.84262,3.5482,4.3375,3.57987,4.72952,3.94768,2.81242,2.90507
FBtr0301411,48.0301,50.3,37.1726,47.0685,46.5276,43.8092,46.6224,49.7914,53.5574,46.9405,49.3283,43.2481
FBtr0343279,2.09771,2.09257,2.17175,1.56656,2.35624,2.01529,2.70376,1.20918,3.23956,2.23482,0.814011,1.27736
FBtr0072145,0.190196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452875,0.354848,0.0
FBtr0331980,46.3599,52.1232,55.6674,54.598,52.114,49.0058,53.8132,45.2632,47.5588,42.2974,39.3584,49.005
FBtr0072146,0.972287,1.22638,1.60661,1.05584,1.03451,1.42771,1.84726,1.12816,1.51432,0.727971,0.803064,1.33266
FBtr0072147,28.4659,29.1693,31.7724,26.6869,29.4648,26.3408,32.4286,24.8461,29.878,23.9356,21.3166,28.6671
FBtr0072150,0.0,0.12644,0.114374,0.0447822,0.0479562,0.029644,0.0449057,0.071767,0.0,0.0,0.0235376,0.0501212
FBtr0072151,28.515,33.3642,64.0552,49.0243,37.0871,33.7192,38.8349,29.5531,36.6089,24.0295,22.0316,33.0044
FBtr0072152,55.4952,46.651,47.4804,51.6299,46.2565,44.3371,49.685,49.6538,57.107,60.3722,50.2336,47.2998
FBtr0072153,2.56257,1.26697,2.2458,2.60853,2.31391,1.74031,1.87562,1.39038,2.54829,2.11801,0.903337,1.50751
FBtr0072154,19.3938,12.7945,25.2137,20.1645,21.0475,21.0741,24.2043,18.2727,23.3686,13.8215,8.47199,13.943
FBtr0072155,4.26886,4.05305,7.33429,3.83683,5.54093,4.92229,7.61928,4.66643,5.683,4.38234,4.71487,5.45731
FBtr0072156,16.8416,14.0564,17.7758,18.3356,16.8535,15.4663,19.3563,15.7093,20.2597,18.8904,11.5346,15.5623
FBtr0072157,0.121716,0.0,6.70306e-08,0.0,0.484722,0.0,4.02741e-06,3.12959e-05,4.42984e-10,7.76274e-09,0.0,0.322425
FBtr0072158,1.98998,5.44987,8.56694,4.26177,7.57806,6.41734,8.37275,4.60671,5.16964,3.02082,2.49315,7.54721
FBtr0343282,9.01241,4.79945,6.22043,5.10606,7.14038,7.39099,7.35228,5.98383,9.98388,6.55795,4.3164,2.9252
FBtr0072159,2.69495,2.51669,2.19109,1.4754,2.93786,0.734895,1.63499,1.72975,3.63173,2.14894,1.10178,1.36584
FBtr0072160,0.0,0.00857298,0.0467487,0.0185478,0.00981818,0.0120876,0.0092236,0.00972305,0.0,0.0,0.00941338,0.0
FBtr0072161,0.0286604,0.0123993,0.0168791,0.0266784,0.0,0.0349403,0.0133005,0.0140667,0.0189125,0.0342436,0.0821144,0.0444343
FBtr0072162,18.1184,14.3658,20.776,16.9404,16.5778,17.371,20.1095,15.8701,22.2587,14.0721,12.5958,15.3069
FBtr0072164,2.86975,2.15897,3.02603,3.58532,2.59725,1.92546,5.9225,2.92562,3.22398,2.68414,2.36176,2.41305
FBtr0343340,0.335828,0.454696,0.0,0.146252,0.181675,0.185478,0.0,0.176968,0.587156,0.0,0.0917571,0.111661
FBtr0343341,1.68723,1.02116,0.932395,0.966382,0.523781,0.957706,1.7259,1.49263,1.45367,0.691533,0.522545,1.51611
FBtr0072165,23.1607,21.8508,34.1633,25.4821,28.221,25.3215,30.7386,25.3688,26.6541,21.1651,14.0613,24.2132
FBtr0072166,27.5332,19.7668,33.202,28.0715,26.2984,24.7471,32.7846,21.5844,35.0236,26.2828,19.4514,26.9804
FBtr0072167,4.15704,2.92277,5.78505,4.98406,4.15118,2.8032,5.5848,3.83269,4.59393,4.46472,2.20829,3.37231
FBtr0345949,0.696037,0.896696,0.817433,0.763777,0.458371,0.281346,0.971073,0.56357,1.06503,1.38083,0.324222,1.19755
FBtr0072168,10.6357,8.82554,14.0671,9.37439,11.7596,10.6477,13.2788,9.6087,13.6546,8.48236,6.53999,10.2016
FBtr0072169,4.53729,3.06476,7.76333,3.28204,2.87129,4.2422,7.0864,4.07361,7.00241,6.52786,3.53381,4.48359
FBtr0072170,1.19249,0.955834,0.846334,2.2436,2.39694,6.59075e-10,0.680085,0.787206,0.921268,6.41727e-09,4.02242e-09,1.66997
FBtr0343342,2.65084,2.69232,2.81904,3.23026,3.05817,2.35164,3.5247,2.05418,3.64646,2.64332,2.11419,2.26689
FBtr0113117,1.97655,1.50922,2.45706,2.08429,3.52503,2.84734,6.08026,3.89855,5.34326,3.14361,1.47461,2.13966
FBtr0072172,149.664,168.016,116.44,156.543,123.735,146.622,133.191,161.494,157.808,205.206,161.248,142.831
FBtr0072173,4527.91,4736.17,3881.88,4756.14,3817.49,3791.64,4239.63,4784.08,4663.84,5765.3,4564.91,4521.47
FBtr0072175,4181.55,4486.67,4712.57,4455.43,4487.98,4749.45,4260.58,4947.34,4178.67,4662.37,5571.49,4622.65
FBtr0072176,103.192,99.277,133.334,101.797,140.244,107.102,100.096,88.2376,117.574,92.3555,128.304,117.283
FBtr0072174,19.1531,13.2887,17.5759,16.2217,14.3312,13.6435,16.4123,14.8978,21.2248,17.5127,21.2097,17.3883
FBtr0072179,29.873,43.3919,44.3977,37.1804,38.211,31.8961,42.5098,38.6701,40.0506,42.2637,30.7089,43.0422
FBtr0343336,6.99126,4.96532,8.76959,6.77289,6.19502,3.83889,3.08056,2.09512,5.43069,2.41172,2.58512,4.59042
FBtr0343337,0.405379,0.183158,0.232576,0.405442,0.11283,0.218241,0.222128,0.348881,0.419039,0.301288,0.123496,0.185688
FBtr0302165,5.30032,3.65812,1.2234,3.0394,3.43897,3.42066,5.24222,3.01536,5.19453,5.13636,4.3789,2.48374
FBtr0309372,1.16993,2.09623,2.15099,0.0,1.67828,1.07721,1.12667,1.1987,1.42717,1.65559,0.990552,0.419235
FBtr0290256,22.3646,25.4875,23.4971,26.4741,28.6407,30.1018,28.0804,31.0348,25.6902,19.8273,20.6798,26.2209
FBtr0290258,45.2604,28.0794,56.5472,39.3587,42.8958,34.341,50.5321,29.7334,49.5887,29.6142,24.8081,38.1646
FBtr0072185,13223.1,15860.4,9520.18,14456.6,10919.3,11900.0,10321.0,10343.1,11031.4,15336.0,10470.5,14286.1
FBtr0289967,1.98376,0.0,4.23042,2.2931,2.43883,3.39719,1.63953,2.58183,4.29021,1.25882,3.03185,0.606949
FBtr0289968,1.06772,1.37881,1.46061,2.03498,1.02042,0.0,0.486706,0.00150097,0.568904,0.893653,0.458927,0.740239
FBtr0289969,0.303066,0.77681,0.0,0.466806,5.93697e-07,0.443111,0.401386,0.507379,0.354659,2.30048e-07,0.0,0.0
FBtr0289970,4.93634,4.25999,2.5637,2.73749,4.54143,2.55248,9.76697,3.4897,6.50719,3.58776,1.75274,3.73766
FBtr0343344,1.31582,0.412294,1.83591,0.673318,1.39103,0.0,1.62141,1.042,1.89701e-09,1.72918,0.537138,2.53835
FBtr0072187,29.2233,25.944,29.7787,30.5456,28.3537,27.4856,30.4697,29.7602,34.7061,31.9361,26.5047,29.929
FBtr0072188,3159.27,2050.03,2295.62,2583.35,2553.06,2423.68,2509.16,2428.23,2724.5,2899.76,3070.35,2253.43
FBtr0072189,30.3595,48.4226,48.0994,39.6342,45.533,39.9097,54.2469,46.1301,46.2257,48.8993,36.2823,51.0341
FBtr0072190,1.04697,1.54287,1.55279,1.63313,3.08899,1.71103,3.46526,2.92465,2.68934,3.9513,3.14593,1.77485
FBtr0343345,33.7029,30.9717,24.1703,26.955,20.8825,15.5648,15.8718,17.2955,17.5953,21.9914,28.0289,21.669
FBtr0072191,42.2995,55.3982,56.4843,48.64,61.0547,56.7986,54.8939,52.3963,45.2532,38.451,34.5499,51.8413
FBtr0072192,2.30363,1.84085,1.5756,1.31476,0.624287,2.72537,1.59037,1.234,1.59923,0.692541,1.33068,2.08382
FBtr0072193,0.0,0.14045,0.0,0.649576,0.454605,0.0780392,0.0,0.541654,0.206285,0.183759,0.240251,0.443585
FBtr0345934,0.346213,0.0,0.274327,0.0,0.0,0.113896,0.212879,0.0918379,0.0,0.0,0.27385,0.192184
FBtr0072194,169.065,174.965,125.654,157.633,157.991,156.056,170.096,156.237,159.21,187.713,140.507,155.49
FBtr0343346,18.0767,14.1618,10.8293,11.7265,13.3687,13.3548,15.341,13.8301,22.8512,25.2575,24.3706,13.8499
FBtr0072195,5.56933,2.74439,6.49469,8.03838,4.99701,1.18577,0.332228,0.0,0.41834,0.358807,1.99501,2.75226
FBtr0072196,21.1936,17.0495,22.5313,16.2325,20.3429,18.5722,28.0052,18.3698,30.1746,22.477,14.932,20.6998
FBtr0072197,8.07563,7.43579,9.55636,10.1311,6.36813,6.20129,1.5406,1.55704,2.8288,1.9786,4.48447,5.14155
FBtr0343347,2.76348,2.08507,4.74801,2.26594,3.8038,4.21414,11.9078,8.57637,10.9606,7.77965,4.22549,5.55938
FBtr0072201,3.3279,1.98449,3.9949,2.82954,2.91108,2.91034,4.16608,2.52913,3.62158,2.10731,1.69805,2.32611
FBtr0343288,0.0,0.0,0.0,0.118812,0.100655,0.0,0.0,0.0,0.192022,0.125011,0.0,0.317803
FBtr0072204,35.6365,33.7766,43.0598,37.4884,37.4493,35.9151,43.8596,35.5191,44.6882,34.0043,27.4111,34.3032
FBtr0072205,22.0328,18.9517,24.4755,24.7873,23.1124,24.3008,24.1206,25.3349,20.9978,25.8188,26.2762,21.2569
FBtr0343289,8.74931,4.3805,4.28044,8.22546,7.44033,5.59926,9.04037,5.67626,9.25002,7.81237,8.38022,6.26979
FBtr0306797,0.0,0.0,0.0518789,0.0,0.0,0.0,0.0809159,0.0,0.0,0.0527104,0.0,0.0
FBtr0072207,17.5651,21.1917,22.3364,22.3955,21.5929,20.4924,22.4045,21.706,22.4033,22.472,17.235,21.464
FBtr0072208,17.531,15.2469,19.6907,19.5812,20.2431,18.0298,23.8542,18.714,20.9897,18.6729,15.3848,17.7509
FBtr0072209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0331981,0.0,0.0,0.0,0.0597605,0.0,0.0,0.0,0.0,0.0473642,0.0,0.0,0.0655413
FBtr0345932,0.0,0.0724874,0.0,0.0119638,0.0,0.0,0.0,0.0,0.0,0.0980191,0.0,0.0184624
FBtr0072210,5.38679,8.47146,9.54981,8.62836,6.55046,6.12734,11.1392,8.25146,10.2978,8.37897,3.84383,6.28715
FBtr0343280,5.21919,2.75189,3.87124,4.39223,4.70335,3.44207,3.3214,2.76262,2.64208,3.59668,5.03517,5.29346
FBtr0072219,541.397,487.235,632.17,591.414,625.049,585.429,655.154,563.043,562.787,465.253,450.404,561.102
FBtr0305989,3.58393,1.86577,4.35026,4.14217,3.62355,2.75925,4.3969,2.68852,3.50959,3.73136,2.2664,3.60251
FBtr0305990,2.10471,1.94687,1.52841,1.33143,1.43806,1.36459,1.91487,1.58318,1.80806,1.73777,1.60882,2.24425
FBtr0072220,18.0849,21.8508,20.0099,17.1149,19.1646,17.4718,18.1426,17.7699,19.1257,16.8117,17.7068,20.0301
FBtr0072221,0.0,0.18118,0.495593,0.0,0.208113,0.0,0.392477,0.0,0.276058,0.0,0.0,0.0
FBtr0343302,25.3534,24.5995,32.5763,31.3593,34.0682,30.7678,42.7661,38.0111,34.0224,30.0243,22.761,33.1707
FBtr0072223,19.2095,18.4917,17.4542,15.4051,20.2738,15.5703,20.6878,12.6936,21.4819,18.7736,19.2233,22.0226
FBtr0301648,31.5494,68.1525,53.1702,45.7262,51.5336,47.2233,39.9518,55.572,30.0582,31.9981,31.7062,48.9082
FBtr0072224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0072225,32.6042,24.6883,45.4603,33.3788,39.324,38.3637,44.9868,35.3099,43.5799,31.3338,26.7034,34.177
FBtr0343290,0.890272,0.436881,0.447237,0.957064,0.753582,0.616104,0.47298,0.0,0.333534,0.757256,0.237285,0.26377
FBtr0072226,169.376,153.321,181.311,176.753,200.119,181.204,201.106,168.07,173.512,140.819,161.741,179.372
FBtr0072227,16.4536,18.2186,17.0499,16.914,16.2195,16.5187,14.9293,17.9494,17.4226,16.0193,15.8197,18.3503
FBtr0343275,2.29493,2.38076,2.86381,1.44605,1.90045,0.758957,1.36498,1.55568,0.743663,0.364986,0.641726,1.72804
FBtr0343276,1.74012,2.07804,2.19448,2.85187,2.95241,2.44505,1.87468,0.898373,1.69952,1.28902,1.35678,2.1834
FBtr0343277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0072232,0.00373918,0.00378617,0.00247542,0.00273149,0.00495878,0.00149857,0.00456085,0.00464677,0.0046224,0.0031104,0.00177424,0.00191019
FBtr0344878,0.265583,0.196146,0.208713,0.214219,0.342582,0.180449,0.530645,0.25864,0.290697,0.353795,0.146518,0.199021
FBtr0072233,52.6559,72.9213,59.1897,57.5977,67.0257,57.0154,62.5391,60.9454,51.1337,55.1923,52.3168,61.8868
FBtr0072234,187.257,145.263,193.412,193.193,171.6,161.745,208.402,167.964,192.785,171.171,117.654,153.027
FBtr0343278,2.79491,1.0692,0.920712,1.23869,1.73706,1.02591,1.43963,0.79111,2.08388,1.64779,1.47244,1.17979
FBtr0072235,149.807,121.515,170.951,147.371,161.587,161.965,156.861,130.054,124.806,100.243,139.577,121.593
FBtr0072236,33.6403,47.4658,41.045,40.1684,47.9107,36.4214,46.7951,50.5674,44.5877,46.6604,39.9189,45.3967
FBtr0072237,10.1575,10.3063,12.7407,12.2043,10.3499,9.59765,9.70043,9.11065,11.9435,10.4876,9.2346,10.295
FBtr0072238,0.0,0.0325782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBtr0072239,15.9417,14.1982,19.8743,15.2189,15.7364,14.7512,17.781,11.0941,15.8874,10.9256,10.8405,16.6575
FBtr0072241,157.618,191.312,157.556,136.364,138.745,155.737,161.661,192.009,141.931,162.14,190.866,156.678
FBtr0343270,30.8082,45.6106,32.5279,34.982,29.2521,34.4073,28.639,34.6559,31.2071,32.0568,47.1399,40.7102
FBtr0072242,116.605,108.933,148.116,135.809,134.458,128.217,162.012,114.756,120.499,112.74,78.2178,130.141
FBtr0072245,0.0799916,0.0,0.0,0.0,0.0,0.0,0.073574,0.0,0.0,0.0,0.0,0.0
